return-date	order-id	sku	asin	fnsku	product-name	quantity	fulfillment-center-id	detailed-disposition	reason	status
2016-12-22	105-4061040-2158637	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-22	110-5631030-1254627	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LAS2	DAMAGED	DAMAGED_BY_FC	Reimbursed
2016-12-22	105-0912246-8789062	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Extra Large Universal Magnetic Windshield Snow and Ice Cover	1	LAS2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-21	112-6139268-2143403	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LAS2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-21	109-4850893-7195408	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Extra Large Universal Magnetic Windshield Snow and Ice Cover	1	LEX2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-21	109-4850893-7195408	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Extra Large Universal Magnetic Windshield Snow and Ice Cover	1	LEX2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-20	110-2550940-9120231	4G-O2GZ-11VX	B015JV81KA	X000ZZ3963	Dell Inspiron i5459-4020SLV 23.8 Inch FHD All-in-One (6th Generation Intel Core i5, 8 GB RAM, 1 TB HDD)	1	CVG2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-12-20	112-3139338-0501845	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Extra Large Universal Magnetic Windshield Snow and Ice Cover	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-20	110-9687703-6027463	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Extra Large Universal Magnetic Windshield Snow and Ice Cover	1	LAS2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-20	108-2409327-8235461	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Extra Large Universal Magnetic Windshield Snow and Ice Cover	1	LEX2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-20	002-4360397-3166659	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LEX2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory
2016-12-19	115-2009529-8397808	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LAS2	SELLABLE	NOT_COMPATIBLE	Unit returned to inventory
2016-12-19	105-2338942-4040225	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LEX2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-17	113-4036482-9520219	GH-100B-2	B01HLJ7K78	X00150D7BJ	New Version FULL SET 100ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Flexible, Expanding Garden and Utility Water Hose, Spr	1	LAS2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-12-17	002-9373494-7410602	Samsung CF390 830203	B01CX26WPY	X0017YYOOH	Samsung CF390 Series Curved 24-Inch FHD Monitor (C24F390)	1	CVG2	CARRIER_DAMAGED	ORDERED_WRONG_ITEM	Reimbursed
2016-12-17	106-4609206-5859419	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Extra Large Universal Magnetic Windshield Snow and Ice Cover	1	LAS2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-16	107-4359101-3805852	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LEX2	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory
2016-12-16	102-8720513-3105061	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	DEFECTIVE	Unit returned to inventory
2016-12-16	107-6010641-3950631	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Extra Large Universal Magnetic Windshield Snow and Ice Cover	1	LEX1	CUSTOMER_DAMAGED	NO_REASON_GIVEN	Unit returned to inventory
2016-12-15	115-2693113-7823468	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LAS2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory
2016-12-15	116-7284913-1413063	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LAS2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory
2016-12-15	114-8877565-8560248	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LAS2	DAMAGED	DAMAGED_BY_FC	Reimbursed
2016-12-15	111-1016209-1514631	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LAS2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-14	111-1319465-0666661	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LAS2	SELLABLE	NOT_COMPATIBLE	Unit returned to inventory
2016-12-14	102-4924720-7214623	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-14	108-6710155-4242664	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LAS2	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory
2016-12-14	107-9459881-7483431	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LAS2	SELLABLE	NOT_COMPATIBLE	Unit returned to inventory
2016-12-14	110-4466510-0127460	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Extra Large Universal Magnetic Windshield Snow and Ice Cover	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-13	108-3194892-3974614	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LEX2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-12	108-0806748-9205032	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LAS2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-12	002-2149793-8498662	GH-100B-2	B01HLJ7K78	X00150D7BJ	New Version FULL SET 100ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Flexible, Expanding Garden and Utility Water Hose, Spr	1	LEX2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-12-11	103-5284641-3053852	GH-25B-2	B01HLJ7K6Y	X00150DKKR	New Version FULL SET 25ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Flexible, Expanding Garden and Utility Water Hose, 25 f	1	LAS2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory
2016-12-09	102-0634601-1887452	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-08	112-8981180-0709817	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Universal Magnetic Snow Cover	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-08	113-2422564-9580208	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	PART_NOT_COMPATIBLE	Unit returned to inventory
2016-12-07	102-7965501-3115415	GH-75B-2	B01HLJ7K82	X00150D7B9	New Version FULL SET 75ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Flexible, Expanding Garden and Utility Water Hose, 75 f	1	LEX2	CUSTOMER_DAMAGED	NO_REASON_GIVEN	Unit returned to inventory
2016-12-06	113-7596055-1787432	I3552-4041BLK	B019TTJ8BE	X00153TOLN	Dell Inspiron i3552-4041BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)	1	LAS2	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory
2016-12-03	103-4908677-4356228	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	ORDERED_WRONG_ITEM	Unit returned to inventory
2016-12-02	111-3179532-6907443	I3552-4041BLK T	B01MECG3SG	X0019C6215	2016 Newest Dell Inspiron 15 15.6" Premium High Performance Laptop PC, Intel Celeron Dual-Core Processor, 4GB RAM, 500GB HDD, HD LED-backlit Display,	1	LEX2	CUSTOMER_DAMAGED	FOUND_BETTER_PRICE	Unit returned to inventory
2016-12-01	116-2505867-1548267	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-12-01	103-7976852-8972261	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LAS2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-30	106-7465689-3041026	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	FOUND_BETTER_PRICE	Unit returned to inventory
2016-11-30	104-2886760-0806641	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	NOT_COMPATIBLE	Unit returned to inventory
2016-11-28	104-9771348-9334651	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-27	105-5196469-2808238	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	UNDELIVERABLE_FAILED_DELIVERY_ATTEMPTS	Unit returned to inventory
2016-11-26	002-5784590-7433009	HP 14-AF110NR	B013KKFFZ6	X0014RAS51	HP 14-af110nr 14-Inch Laptop (AMD E1, 2 GB RAM, 32 GB SSD)	1	CVG2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-11-26	116-5615182-0253019	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	APPAREL_STYLE	Unit returned to inventory
2016-11-24	108-1109418-4323428	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-24	108-5989815-7371408	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-24	108-5989815-7371408	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-24	108-5989815-7371408	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-24	113-2250245-2166627	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-24	109-9280318-0802619	C40 A6 8GB 1TB	B011HNTGVC	X0014AWUCH	Lenovo C40 21.5-Inch All-in-One Touchscreen Desktop (AMD A6, 8 GB RAM, 1 TB HDD, Windows 10) F0B50052US [Discontinued by Manufacturer]	1	LAS2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-11-23	113-1675528-4368205	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-23	108-1109418-4323428	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-23	108-1109418-4323428	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-23	108-1109418-4323428	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-23	104-4756934-2780263	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-22	109-7768147-1969063	Lenovo&reg; H50-55 AMD A10 416471	B01BHD0BPM	X0018AW3Q1	2016 Newest Lenovo H50 Desktop- AMD Quad-Core A10-7800 Processor 3.5GHz, 12GB DDR3 Memory, 2TB 7200rpm HDD, DVD?RW, 7-in-1 card reader, 802.11ac, HDMI	1	LAS2	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory
2016-11-21	102-5632268-1877830	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	NOT_COMPATIBLE	Unit returned to inventory
2016-11-19	102-4645631-9207446	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	DAMAGED	UNDELIVERABLE_UNKNOWN	Reimbursed
2016-11-17	112-2454034-5133835	I3552-4041BLK T	B01MECG3SG	X0019C6215	2016 Newest Dell Inspiron 15 15.6" Premium High Performance Laptop PC, Intel Celeron Dual-Core Processor, 4GB RAM, 500GB HDD, HD LED-backlit Display,	1	CVG2	SELLABLE	UNDELIVERABLE_FAILED_DELIVERY_ATTEMPTS	Unit returned to inventory
2016-11-17	111-0680422-7733831	Samsung Core Prime SM-G360Z Cricket	B01FP5DT48	X0018F4AF3	Samsung Core Prime SM-G360Z Cricket 4G LTE GSM 8GB 5MP Flash - White	1	LAS2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-11-16	115-5243006-5192257	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory
2016-11-16	103-0314916-9362604	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	NOT_COMPATIBLE	Unit returned to inventory
2016-11-16	113-6764056-0600219	Lenovo&reg; H50-55 AMD A10 416471	B01BHD0BPM	X0018AW3Q1	2016 Newest Lenovo H50 Desktop- AMD Quad-Core A10-7800 Processor 3.5GHz, 12GB DDR3 Memory, 2TB 7200rpm HDD, DVD?RW, 7-in-1 card reader, 802.11ac, HDMI	1	LAS2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory
2016-11-15	116-4060776-4905064	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-14	111-1481719-9451436	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-14	104-2805565-0648243	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	UNWANTED_ITEM	Unit returned to inventory
2016-11-02	116-4531014-4911427	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-11-02	116-4531014-4911427	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-10-30	002-6861734-0309028	HP Pavilion 17-g161us - T	B01C1EBG82	X0016DZGZF	2016 Newest HP Pavilion 17.3" Premium High Performance Laptop PC, Intel Core i3-5020U Processor, 6GB Memory, 1TB HDD, DVD+/-RW, Webcam, HDMI, WIFI, Wi	1	CVG2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-10-28	105-7309945-0821833	Dell i5368-1692GRY 405959	B01F3R91AO	X0017MA0QF	Dell i5368-1692GRY 13.3" FHD 2-in-1 Laptop (Intel Core i3-6100U 2.3GHz Processor, 4 GB RAM, 1 TB HDD, Windows 10) Gray	1	LEX2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-10-27	107-9836116-5617067	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LAS2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-10-26	114-8653439-4412240	Dell Inspiron i5759-5306SLV 782427	B015JVC5WK	X0017E1WNX	Dell Inspiron i5759-5306SLV 17.3 Inch FHD Touchscreen Laptop (6th Generation Intel Core i5, 8 GB RAM, 1 TB HDD)	1	LAS2	DEFECTIVE	NOT_AS_DESCRIBED	Unit returned to inventory
2016-10-23	110-7080997-3428265	I3552-4041BLK	B019TTJ8BE	X00153TOLN	Dell Inspiron i3552-4041BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)	1	CVG2	CUSTOMER_DAMAGED	NOT_AS_DESCRIBED	Unit returned to inventory
2016-10-23	102-7008445-3531402	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	DEFECTIVE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-10-22	110-5917350-4280247	S55-C5274NEW-OB	B01B5WFX6C	X0014SU8CD	2016 Newest Toshiba Satellite S55 Flagship High Performance 15.6" Laptop- Intel Core i7-5500U Processor, 12GB RAM, 1TB Hard Drive, DVD+/-RW, TruBrite	1	LAS2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-10-18	115-4267711-1567424	Dell&nbsp;i5559-4013SLV-T	B01DY9GSEK	X0013KQ7ZJ	Dell Inspiron 15 Laptop Computer - 15.6" Screen / 6th Gen Intel Core i7 Processor / 1TB Hard Drive / 12GB Memory/ Windows 10	1	LAS2	CUSTOMER_DAMAGED	ORDERED_WRONG_ITEM	Unit returned to inventory
2016-10-08	115-1458339-5461816	HP ab167us	B016EKDFQA	X00169LP8L	HP Pavilion 14-ab167us 14-inch Laptop (Intel Core i5-5200U, 8GB DDR3L Memory, 1TB Hard Drive, Windows 10)	1	CVG2	DEFECTIVE	NOT_AS_DESCRIBED	Unit returned to inventory
2016-10-06	111-4196500-4220246	GH-50	B01CXHXJKK	X0013ANGIZ	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 f	1	LEX2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-09-29	110-5070163-4938664	Acer 17inch Win 7	B00I3DOZEI	X0016B9OW3	Acer Aspire 17 Inch Laptop (2.4 Ghz Intel Pentium 2020M Processor, 4GB RAM, 500GB Hard Drive, Windows 7 Home Premium)	1	LAS2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-09-29	114-5719352-9495466	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-09-21	113-7356359-0821051	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	NOT_COMPATIBLE	Unit returned to inventory
2016-09-20	110-3590270-9556212	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	SELLABLE	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-09-20	116-5224741-8626669	GH-50	B01CXHXJKK	X0013ANGIZ	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 f	1	LEX2	CUSTOMER_DAMAGED	DEFECTIVE	Unit returned to inventory
2016-09-18	111-6674527-4760261	IceKing-SC-70	B01BE5Q4FY	X000YC2AS5	Ice King Magnetic Windshield Cover - Huge Size Fits Any Car, Truck, SUV, Van or Automobile - Keeps Ice & Snow Off - Top Quality Exterior Auto Snow Win	1	LEX2	CUSTOMER_DAMAGED	QUALITY_UNACCEPTABLE	Unit returned to inventory
2016-09-18	109-2215790-1304256	Acer C810-T7ZT	B00X5X4230	X0016AKBK3	Acer C810 NX.G14AA.001; C810-T7ZT 13.3-Inch Laptop	1	LAS2	CUSTOMER_DAMAGED	UNAUTHORIZED_PURCHASE	Unit returned to inventory
2016-09-17	103-0428932-2061804	Dell C1760nw	B00A7APX0A	X0015CM6YB	Dell Color Laser Printer 1200 dpi Print - Plain Paper Print (C1760NW)	1	LAS2	CUSTOMER_DAMAGED	UNWANTED_ITEM	Unit returned to inventory
2016-09-16	108-3717445-4588236	GH-50BHO	B01HLJ7KDC	X001500YVP	*Hose Only* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50	1	LEX2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
2016-09-13	112-1123618-1079449	Lenovo C20 AIO	B0195XZ2MI	X0015DWGC7	Lenovo C20 - 19.5" All-in-one (Intel Celeron N3050, 4GB, 500 GB HDD) F0BB007CUS	1	LAS2	DEFECTIVE	DEFECTIVE	Unit returned to inventory
