return-date	order-id	sku	asin	fnsku
2016-02-06	106-7335657-7205831	M9-BEOG-M79A	B012DTEMQ8	X000WQSXYN
2016-02-02	002-0619445-7420235	8D-IJRV-T9TU	B013KKG6LI	X000WJNSTF
2016-01-30	109-4058579-3902664	8D-IJRV-T9TU	B013KKG6LI	X000WJNSTF
2016-01-29	102-2824698-7760227	M6-M0AX-2M9N	B012DTDBI8	X000XBYB11
2016-01-28	114-7829818-5285843	M9-BEOG-M79A	B012DTEMQ8	X000WQSXYN
2016-01-25	111-4261207-1997833	M6-M0AX-2M9N	B012DTDBI8	X000XBYB11
2016-01-20	102-7902681-9933845	N9-I6QB-2B30	B00OTWXW2I	X000X1XNZL
2016-01-18	107-6135274-8867425	8D-IJRV-T9TU	B013KKG6LI	X000WJNSTF
2016-01-16	110-6027796-3661028	M6-M0AX-2M9N	B012DTDBI8	X000XBYB11
2016-01-15	113-7078872-4155468	M6-M0AX-2M9N	B012DTDBI8	X000XBYB11
2016-01-07	103-1235546-3911435	FK-E12N-KS30	B00WNAX246	X000X2ZOHZ
2016-01-04	104-2211959-3994614	8D-IJRV-T9TU	B013KKG6LI	X000WJNSTF
2015-12-16	114-5701411-2776261	M9-BEOG-M79A	B012DTEMQ8	X000WQSXYN
2015-12-16	108-4882755-3235451	BQ-SI0R-BZO7	B014V3V9J2	X000WJNLNX
2015-12-16	108-4882755-3235451	BQ-SI0R-BZO7	B014V3V9J2	X000WJNLNX
2015-12-16	112-2168634-0705861	JB-BU94-9WYF	B00WUKULAC	X000WNDPQR
2017-02-08	108-0139924-0788214	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2017-02-06	105-8169206-3221814	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2017-02-04	102-5146895-7521865	90Z-B0V-EO5	B01J4AKWZY	X001APEFAV
2017-02-04	103-4709712-8430654	PM-9X1D-3FPF	B0057VBG7S	X0019QGH89
2017-02-02	109-4141711-9799410	ABV-0BD-U4E	B00HBDMW1Y	X001AP6ACR
2017-02-02	112-3093343-3828204	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2017-02-02	103-4467156-3342635	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2017-01-31	110-4322456-4357000	PM-9X1D-3FPF	B0057VBG7S	X0019QGH89
2017-01-29	103-4635388-6703456	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2017-01-29	110-6305790-5306627	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2017-01-28	103-8412069-4174650	XWZ-IMR-COU	B00YFGWRFG	X0019R3RZT
2017-01-28	102-1247706-5345014	90Z-B0V-EO5	B01J4AKWZY	X001APEFAV
2017-01-27	105-4446467-9356243	MCR-7IW-DDE	B009DL2TBA	X001A3JPUD
2017-01-25	115-9563044-7188250	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2017-01-20	116-0321565-0597835	FQT-Z5W-WQ8	B01N3QVMAY	X0019YS0D1
2017-01-20	112-9363957-7181860	XWZ-IMR-COU	B00YFGWRFG	X0019R3RZT
2017-01-19	115-4601127-2905867	XWZ-IMR-COU	B00YFGWRFG	X0019R3RZT
2017-01-13	002-5261356-0254655	CZZ-34O-V1H	B018WY6SRO	X001AHWNC1
2017-01-10	002-3444435-1464213	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2017-01-10	105-4448760-4569023	XWZ-IMR-COU	B00YFGWRFG	X0019R3RZT
2017-01-09	002-6768163-7884230	FQT-Z5W-WQ8	B01N3QVMAY	X0019YS0D1
2017-01-09	111-9803883-6871408	1SM-OAR-XKK	B00REJKT4C	X001A6JARD
2017-01-07	115-6378949-7293841	2N5-UHR-JLC	B018UQ57KI	X001A1S4EX
2017-01-07	114-2880113-8450633	3PK-45P-BQ3	B01A96X0YC	X001440L2T
2017-01-06	110-0381423-7340220	PM-9X1D-3FPF	B0057VBG7S	X0019QGH89
2017-01-05	105-3403986-5602668	FQT-Z5W-WQ8	B01N3QVMAY	X0019YS0D1
2017-01-05	105-2478226-3380234	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2017-01-03	108-9824135-7568206	18C-NQA-647	B01BOU6CBU	X001A22M63
2017-01-03	104-4901871-9273812	ROB-B7C-SII	B015PRO512	X001ACTXXD
2017-01-03	108-3418360-6449852	18C-NQA-647	B01BOU6CBU	X001A22M63
2016-12-30	108-4535093-2675418	XWZ-IMR-COU	B00YFGWRFG	X0019R3RZT
2016-12-29	111-6722661-6865862	LGX-M8L-VNK	B01B1H80K2	X0019G4Y9D
2016-12-28	108-1572295-0873827	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2016-12-27	110-1003172-2869816	566-WOI-KTC	B01ETPUQ6E	X001A2W4PH
2016-12-25	112-4724274-4966605	DJR-EAJ-9EG	B01AAP0HS4	X001A4HVHB
2016-12-24	105-9346225-0449035	1Z9-N1F-NZP	B00CSDIMXY	X0019NQS4P
2016-12-23	112-6959073-9253862	LGX-M8L-VNK	B01B1H80K2	X0019G4Y9D
2016-12-22	107-2947260-2860221	VY8-4FT-HNK	B018UQ5T8S	X0019Q1IAB
2016-12-22	106-1074307-8741828	VY8-4FT-HNK	B018UQ5T8S	X0019Q1IAB
2016-12-21	105-3815911-8774615	7DF-L9N-T1Z	B015FOZD34	X0019YPN9F
2016-12-19	109-8394533-0337004	XWZ-IMR-COU	B00YFGWRFG	X0019R3RZT
2016-11-30	108-0182299-1825847	4E1-LWO-ZYQ	B01E7N7ZBC	X0018A8IGP
2016-11-11	103-7416089-1641828	P7-DVW1-YFLE	B00HLDFNKQ	X000VNOP9T
2016-07-31	107-5147588-2191410	8EJ-HM0-8WZ	B00JK093S6	X0015KIQLZ
2016-07-01	104-3121128-7881855	CRQ-L9M-ERM	B00HLDFPA4	X000ZPTGNX
2016-06-30	114-9119151-6697038	2R-0V0X-ROAH	B00BLVKXWW	X000ZI978T
2016-06-29	105-3798724-5810632	I4-B33F-QOBX	B00990Z4W6	X000Y82W41
2016-06-27	116-0297461-5842654	2R-0V0X-ROAH	B00BLVKXWW	X000ZI978T
2016-06-27	107-3200551-2237067	2R-0V0X-ROAH	B00BLVKXWW	X000ZI978T
2016-06-07	107-8603026-3878650	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-06-07	111-9643836-5153048	2R-0V0X-ROAH	B00BLVKXWW	X000ZI978T
2016-05-22	102-3728830-1909064	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-05-17	002-0383641-7421012	64-19BP-AA36	B005VDX3ZK	X000X1A2DH
2016-04-27	103-1696646-9917009	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-04-23	107-4248236-3541857	22-EJQ0-YEQG	B008YS214I	X000ZI98UV
2016-04-22	110-1650319-8759454	2R1-FIH-BRY	B0178Q8PUK	X000ZOGWJF
2016-04-21	110-6670321-2137065	2R-0V0X-ROAH	B00BLVKXWW	X000ZI978T
2016-04-20	106-6254943-9096261	CF-3BNE-54MJ	B00RD833A6	X000TI1KBR
2016-04-15	103-4064665-2565044	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-04-12	115-7676035-1173061	2R-0V0X-ROAH	B00BLVKXWW	X000ZI978T
2016-04-10	116-7431000-2225008	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-04-08	112-0770634-0017037	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-03-31	115-6655081-5863445	4G-COQE-0YA2	B015PIIHL0	X000XMKS03
2016-03-31	002-7687623-5027440	EE-92RA-1IZD	B00KYWL6E8	X000YE9VI5
2016-03-27	106-9256546-9462622	9N-SAVP-W59G	B00WUUO1M6	X000VG1NLJ
2016-03-25	114-8007026-9593004	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-03-24	107-9900932-2548254	DS-PFA5-RTV4	B014EBKE3I	X000XEAK1N
2016-03-23	110-2178371-0082638	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-03-22	112-7755102-6689030	DS-PFA5-RTV4	B014EBKE3I	X000XEAK1N
2016-03-22	110-5015013-8597852	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-03-19	116-6958934-5481819	fb-man-0005	B00KYWL34Q	X000T3VXBT
2016-03-15	102-5085457-5329035	OQ-PKAJ-8I08	B00990Z13S	X000Y5XDTR
2016-03-12	107-4067674-1406612	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-03-09	109-0030533-1206650	0P-OJMJ-BPI4	B000AQPMHA	X000VPDDUJ
2016-03-08	110-4628516-1033833	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-03-08	111-3114977-4537062	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-03-06	104-1278615-8289032	26-QWEQ-HZFR	B00NJ9ST2A	X000YRRSVT
2016-03-02	116-0181765-4943415	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-02-29	113-0053248-1850637	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-02-29	114-8306112-4328205	73-133W-QFMW	B00KYWL4PO	X000YD5QI5
2016-02-26	112-5288667-3561067	EE-92RA-1IZD	B00KYWL6E8	X000YE9VI5
2016-02-26	104-4758705-7892252	8Z-OR1S-2ZHI	B018UV9JAW	X000XP34MJ
2016-02-25	104-7122817-5376202	41-0M3O-UH3Q	B011SLDC6I	X000WU0KUT
2016-02-25	114-2989170-0054613	HF-9HY3-XA4L	B00WUUNZGY	X000VD3CV1
2016-02-24	114-0126730-6825027	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-02-23	002-7063890-7140266	39-JA1W-HO3X	B00WUUNZ4Q	X000YD5QIF
2016-02-23	110-5050770-0163443	HF-9HY3-XA4L	B00WUUNZGY	X000VD3CV1
2016-02-23	114-8627685-0383457	HF-9HY3-XA4L	B00WUUNZGY	X000VD3CV1
2016-02-20	111-0938556-0191435	6B-7Z0N-DJNY	B003MGOVHC	X000Y1JI0J
2016-02-20	116-8006919-3520240	9N-SAVP-W59G	B00WUUO1M6	X000VG1NLJ
2016-02-19	116-8290844-4812205	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-02-18	108-6248621-5537852	HF-9HY3-XA4L	B00WUUNZGY	X000VD3CV1
2016-02-16	116-0332663-6129028	64-R3A1-A7S1	B00O15E3MQ	X000VKME6D
2016-02-16	106-5600771-9343461	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-02-16	107-8163997-4309844	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-02-16	109-1567686-6246659	3K-PI1P-4DJO	B00HLDFPA4	X000VNOPB7
2016-02-16	114-3820421-2213020	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-02-16	104-8353560-6209067	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-02-15	113-8578819-9213862	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-02-15	106-1967401-7690613	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-02-13	112-7947465-9001864	5J-DGTV-0NPF	B00006F7C2	X000XP32SZ
2016-02-12	110-4947679-4505867	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-02-12	109-4833508-8849019	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-02-12	107-5170424-5234619	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-02-11	114-8875093-5134650	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2016-02-11	106-5805795-9661837	KZ-G3GT-JAVN	B014EBKE3I	X000X8ZHTJ
2016-02-11	106-6202347-2424214	8Z-OR1S-2ZHI	B018UV9JAW	X000XP34MJ
2016-02-07	115-2346428-8465811	QA-ADYV-Y872	B00CQJO2AC	X000XMDK3F
2016-02-03	108-7386916-4283427	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-02-02	112-9439828-7542616	0P-7AQ4-BQ7V	B00PAUEVCI	X000W6DUNR
2016-02-01	109-1855161-0591448	6T-AJXS-3HW6	B00P2S2M88	X000VWTEO1
2016-02-01	115-0422275-9253001	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-02-01	116-3084779-6913060	BM-UUCJ-SCSA	B00P2QKNFO	X000VWTE5F
2016-01-30	114-0223374-4248203	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-30	107-8634821-1947405	CF-3BNE-54MJ	B00RD833A6	X000TI1KBR
2016-01-29	109-3208607-3885011	4G-COQE-0YA2	B015PIIHL0	X000XMKS03
2016-01-27	110-7939184-5068236	64-19BP-AA36	B005VDX3ZK	X000X1A2DH
2016-01-27	103-1503568-6625019	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-25	110-0527144-5588230	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-25	109-0784800-7261824	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-24	103-2550706-9661832	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-23	107-5879313-7581017	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-23	109-3528186-0875455	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-22	109-2749961-6416228	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-22	002-9299749-4004239	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-22	107-3765393-7626653	3K-PI1P-4DJO	B00HLDFPA4	X000VNOPB7
2016-01-22	109-8684131-4645862	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-21	109-8670854-0553063	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-21	108-9628170-7507405	BM-UUCJ-SCSA	B00P2QKNFO	X000VWTE5F
2016-01-20	111-0409295-6549830	5J-PNRK-0M4E	B009NVTE5E	X000WT5PFP
2016-01-19	114-0631347-2026623	DE-9OWE-L4NO	B00OTWOAAQ	X000RS1QZJ
2016-01-18	106-3406883-8716266	CF-3BNE-54MJ	B00RD833A6	X000TI1KBR
2016-01-18	112-6752941-8140222	IT-S16Q-JQKU	B00E2HKZL6	X000TK5IZJ
2016-01-17	105-1540921-8026622	EA-E17A-HV0V	B00N9IG28O	X000X5HLCX
2016-01-16	110-2421677-9375403	5F-H74F-H0Q9	B0051JZ1H2	X000X5DVRH
2016-01-12	111-2020331-8425802	2O-OIU6-7X2Q	B00CQJO2AC	X000W8V249
2016-01-12	115-5538828-3079405	fb-man-0007	B00WUUNZIW	X000T3VXMD
2016-01-12	115-3473853-2990601	D0-EA1L-EXBY	B00GQDBZUY	X000WU0GQR
2016-01-12	110-7923867-6251439	GN-9ESB-KG2J	B00P2S2M88	X000W8UXZX
2016-01-10	110-6324093-5731432	KV-DLD0-ZP0E	B00WWEAXPY	X000XA0CNN
2016-01-09	109-3464656-7393844	AQ-ZXYE-VX3U	B002ONUZMY	X000X1A2U5
2016-01-09	105-1861197-6177811	M2-3ZDH-IX9U	B00UMVVZKG	X000VG3EQB
2016-01-09	105-4491924-0934623	8R-4Y1A-ZQNK	B016PW2W70	X000X7FB1T
2016-01-09	112-1374578-3464211	5J-PNRK-0M4E	B009NVTE5E	X000WT5PFP
2016-01-08	106-2535045-0426603	LR-HZ0W-W3HV	B00F0NJYCC	X000VGWNZ9
2016-01-07	109-7977953-1045833	8A-9MOM-9NJG	B00B4G6GAM	X000WB2MZT
2016-01-07	109-4644922-7519415	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-06	105-1244698-6270634	6T-AJXS-3HW6	B00P2S2M88	X000VWTEO1
2016-01-06	111-2103332-5269862	BM-UUCJ-SCSA	B00P2QKNFO	X000VWTE5F
2016-01-06	116-2576404-4529835	73-MCNL-Q6I2	B009F1IO3K	X000SPVXYP
2016-01-05	104-0221146-6130637	H8-I0V6-U47G	B00KVMHVQ8	X000WL4GPN
2016-01-05	115-4208061-8474656	fb-man-0007	B00WUUNZIW	X000T3VXMD
2016-01-05	111-5782776-8417026	4C-LVWY-H6TD	B00AQ9NIO0	X000U38UK5
2016-01-04	113-6404734-1292227	6T-AJXS-3HW6	B00P2S2M88	X000VWTEO1
2016-01-04	102-5754348-1032241	6T-AJXS-3HW6	B00P2S2M88	X000VWTEO1
2016-01-03	002-5257821-6053007	6T-AJXS-3HW6	B00P2S2M88	X000VWTEO1
2015-12-31	104-6413800-2590661	PP-ZSL8-OJCH	B00JJFTMXI	X000WY1OYL
2015-12-31	111-2516589-2776246	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2015-12-31	108-1186926-6417817	73-MCNL-Q6I2	B009F1IO3K	X000SPVXYP
2015-12-30	105-5202905-8909842	73-MCNL-Q6I2	B009F1IO3K	X000SPVXYP
2015-12-28	115-2325066-5529058	2O-OIU6-7X2Q	B00CQJO2AC	X000W8V249
2015-12-23	109-0090009-5246634	8A-9MOM-9NJG	B00B4G6GAM	X000WB2MZT
2015-12-23	102-8725657-9085848	3Y-REXD-AV8N	B00KVMHSUM	X000WVUODB
2015-12-21	102-5265192-9699444	6T-AJXS-3HW6	B00P2S2M88	X000VWTEO1
2015-12-20	113-1911695-8320219	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2015-12-17	002-4681387-2385034	6T-AJXS-3HW6	B00P2S2M88	X000VWTEO1
2015-12-17	115-6534266-4247465	BM-UUCJ-SCSA	B00P2QKNFO	X000VWTE5F
2015-12-16	107-6542901-3205005	BM-UUCJ-SCSA	B00P2QKNFO	X000VWTE5F
2015-12-15	103-9749942-6641823	7W-MPN6-38L6	B016PRO6CE	X000WSRDXN
2015-12-13	112-3391610-2053840	5J-BASN-0IKN	B00RD8370M	X000UEAAJD
2015-12-13	110-2433561-6565034	M9-M2J0-M56G	B00OTWP2KI	X000VGWSO5
2015-12-11	107-4806575-3919432	EV-Q7P6-RH7M	B00P2T2WVO	X000W8UY4D
2015-12-10	111-5338474-3333012	CM-00RW-8DOZ	B008S9850M	X000U7A0NL
2015-12-10	105-7509745-0410657	7H-GVQ9-WSVQ	B014ECJA2S	X000WTX4H1
2015-12-09	104-1091988-0401818	FV-8Y85-7IID	B00C2H0YUA	X000UR7AC5
2015-12-09	114-2133772-0728259	73-MCNL-Q6I2	B009F1IO3K	X000SPVXYP
2015-12-08	114-6989764-2413823	BM-UUCJ-SCSA	B00P2QKNFO	X000VWTE5F
2015-12-06	111-4606992-8558636	KL-SKIS-CR6N	B00XJSTVIC	X000UKXJTF
2015-12-06	107-1682298-7944250	0B-ON9Z-5AFS	B00RZA0ET0	X000W5KIPL
2015-12-05	105-0786180-0556267	32-K6UI-E5VD	B00G2TK76A	X000S2T633
2015-12-05	002-6149404-8693844	CF-3BNE-54MJ	B00RD833A6	X000TI1KBR
2015-12-03	104-5848462-3414650	64-R3A1-A7S1	B00O15E3MQ	X000VKME6D
2015-12-03	109-2008727-3570611	8A-9MOM-9NJG	B00B4G6GAM	X000WB2MZT
2015-12-02	108-7142546-8411435	6T-AJXS-3HW6	B00P2S2M88	X000VWTEO1
2017-02-10	105-9616994-6137831	94U-BXZ-8IV	B01D3NY9D4	X0014VTI53
2017-02-09	110-9546220-3973832	E44-VJL-VZS	B01D90SGVC	X0015Q7A4D
2017-02-07	115-3708078-4952253	AIW-441-N4Z	B01D3OA3VK	X0019YR429
2017-01-30	113-3910431-6079455	94U-BXZ-8IV	B01D3NY9D4	X0014VTI53
2017-01-27	103-8541937-3105837	EK5-20D-GCH	B01D90T9HM	X0014ONKNV
2017-01-16	110-0585337-4820204	6KA-GGW-E9D	B01D3NZIMA	X00155PFE1
2016-12-22	103-4215791-5125837	5G5-S76-NQT	B01D3O8HU4	X001A2UMO7
2016-12-22	107-7370995-1948258	LD-UR1Z-PZMI	B01D3L572S	X00165X317
2016-12-18	111-3498365-8661021	Z0X-TPJ-2E5	B01DYKKN7W	X0015E0A3N
2016-11-23	002-4926907-3135433	VFA-JEK-7IL	B0155OB7O8	X000ZZA64L
2016-10-28	114-9265078-7541825	VFA-JEK-7IL	B0155OB7O8	X000ZZA64L
2016-10-28	002-1036658-2954639	OJH-VL1-XI7	B01D3NYX9O	X0015LCCR3
2016-10-22	108-2335524-9869041	VFA-JEK-7IL	B0155OB7O8	X000ZZA64L
2016-10-22	115-2770271-1898638	7A-0H35-TMFV	B00OTWONH6	X000XML4XN
2016-10-13	112-4218772-9352219	7S-5MV1-JO4G	B00OTWNSMM	X000XML99H
2016-10-11	112-3655369-6268260	7S-5MV1-JO4G	B00OTWNSMM	X000XML99H
2016-10-03	106-8671224-5867423	7S-5MV1-JO4G	B00OTWNSMM	X000XML99H
2016-09-06	103-8768138-2074667	7S-5MV1-JO4G	B00OTWNSMM	X000XML99H
2016-08-27	115-0480994-5711450	NJ-RBN3-P5DM	B016PRO6CE	X000XBW1FJ
2016-08-27	104-6198020-8917004	28D-NZ4-LN9	B0014WJYOG	X0015YZ8UN
2016-08-25	109-6206274-7368201	6P-RHMG-K1R5	B00KF47USG	X000ZI9RW5
2016-08-25	002-7115009-1835452	7S-5MV1-JO4G	B00OTWNSMM	X000XML99H
2016-08-22	002-7533337-8473825	I4R-WY5-LEL	B011QIJ244	X00155ZZZP
2016-08-19	102-5086715-8250638	CIS-PQ4-PBD	B01D3NUJEC	X0013IYNVB
2016-08-17	110-7805892-8077028	04-I0Q3-24H6	B016PTIG0U	X000XC0MRH
2016-08-17	103-3123467-4863456	C0P-9MO-YVH	B00WNWJR0W	X0015KV2QB
2016-08-14	105-3804048-6338669	4Q-I6ER-NRHP	B016PT7FAM	X000XBW23P
2016-08-08	114-5806941-7368213	4Q-I6ER-NRHP	B016PT7FAM	X000XBW23P
2016-07-24	111-4687076-3055436	6B-Y3X6-DIY7	B00OTXEKXC	X000XIS95D
2016-07-08	113-7729267-8328225	1U3-E5A-0O8	B00OTXG05S	X001457QIZ
2016-06-29	114-3273600-7000227	6P-RHMG-K1R5	B00KF47USG	X000ZI9RW5
2016-06-28	002-1133050-2455412	7S-5MV1-JO4G	B00OTWNSMM	X000XML99H
2016-06-28	104-0455085-4645068	IFY-ZC6-GZF	B0155OAF50	X0014113Q5
2016-06-26	115-7950038-7012269	829-87M-8WG	B01DR3S65M	X00147GNQT
2016-06-24	105-3970725-3729051	IFY-ZC6-GZF	B0155OAF50	X0014113Q5
2016-06-19	114-3273600-7000227	6P-RHMG-K1R5	B00KF47USG	X000ZI9RW5
2016-06-03	105-1523647-1682620	3WN-2GA-9JZ	B011QIINP8	X000ZWPI65
2016-05-27	112-6889757-1477015	EQH-XTT-CMV	B011QIIRQS	X0013C20CB
2016-05-22	116-7941529-8141842	Z02-ZKL-HKT	B011SLDC6I	X0012W11VX
2016-05-19	104-9334136-5401843	3WN-2GA-9JZ	B011QIINP8	X000ZWPI65
2016-05-11	109-2580188-7329028	DGP-R1U-P5M	B00OTXIVLO	X00108KJKD
2016-04-29	116-0070944-1549824	KE-A9EP-9R3D	B012DTEMQ8	X000ZMJ4ZV
2016-04-28	114-3175341-7509858	KS-9BQM-G35K	B016PW2W70	X000XBW6TZ
2016-04-26	107-0936477-2465830	XJS-RON-T2O	B0155OCLWK	X000ZWP7YN
2016-04-22	002-2529466-8453023	C8-72E7-261M	B0013FRNKG	X000ZEFXIL
2016-04-20	102-0011662-5938630	8H-1RJD-CZCE	B0047DVWLW	X000YQSN5Z
2016-04-19	106-0249474-7098649	KS-9BQM-G35K	B016PW2W70	X000XBW6TZ
2016-04-14	002-0765042-6252245	4Q-I6ER-NRHP	B016PT7FAM	X000XBW23P
2016-04-14	107-2870161-3325801	9Y-PKEY-J5GI	B0047DVWQM	X000ZD2IW1
2016-04-14	114-6124532-9772229	4G-FAXF-110D	B00GQDBS7O	X000ZD2FT7
2016-03-26	107-2015285-9160252	AX-YRQ1-Z7ZT	B00N9IG28O	X000YWQKYF
2016-03-26	113-9039933-7012237	AX-YRQ1-Z7ZT	B00N9IG28O	X000YWQKYF
2016-03-14	105-2412152-4944223	1L-U82K-8B3Y	B00OTXIVLO	X000YAZ971
2016-03-02	113-2036020-1116257	8H-1RJD-CZCE	B0047DVWLW	X000YQSN5Z
2016-02-26	104-6656340-1588244	6M-MYDS-0DR2	B00NJGRLUY	X000Y840O1
2016-02-16	114-2945542-2309835	1Z-YH5H-EP9M	B00OTWYFFG	X000XBW5PF
2016-02-05	002-3137104-1243445	1Z-YH5H-EP9M	B00OTWYFFG	X000XBW5PF
2016-01-27	110-0928645-0074645	FK-GZWS-KT3Y	B00PYGOU4C	X000XMF8ZN
2016-01-27	002-9577179-0212215	DP-11AR-87PY	B00OTXEKXC	X000XBW2XP
2016-01-26	105-8648335-9010604	7S-5MV1-JO4G	B00OTWNSMM	X000XML99H
2016-01-26	106-9016951-3100212	NU-87RM-BZ6S	B00GQDBZUY	X000XBW401
2016-01-20	105-0150381-2374623	NU-87RM-BZ6S	B00GQDBZUY	X000XBW401
2017-02-10	116-9545834-2165027	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-02-09	105-8096921-9693812	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-02-09	114-5699384-4655461	HR1-QTM-VHJ	B01M21V2Y9	X001A8DZA9
2017-02-09	115-9804673-7544208	BYL-VMS-16Y	B019TTJ8BE	X0014NVIDV
2017-02-09	110-1647134-2694610	90V-HGE-KZ2	B0193YMHUO	X001A6VS19
2017-02-08	104-8450879-6831441	R6H-9B8-7FB	B00VUV0MG0	X001ASEOOF
2017-02-08	110-1425440-0766611	ZYX-0QK-TXJ	B009WG6JMG	X0019CESDT
2017-02-08	114-3158702-7722603	RCK-6D1-EPC	B01M7TSY16	X001ADYO7R
2017-02-07	112-5099329-6205028	79X-RBS-Y41	B01BNDI8DS	X0019S9S9H
2017-02-07	108-0917276-0374659	KVK-LUN-7X6	B01IWXJQVA	X001A2YAVX
2017-02-07	114-3726780-7622642	3T9-7Y3-PV2	B01F3R91AO	X001A507S5
2017-02-07	002-3944257-4668225	FU4-VSI-2CK	B00O8B7BAE	X001ARHE25
2017-02-04	115-6551974-6733861	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-02-04	103-8555280-8515429	VB4-3N4-ZW5	B005JN9310	X001A15VHV
2017-02-03	109-8291257-7672201	BYL-VMS-16Y	B019TTJ8BE	X0014NVIDV
2017-02-03	105-4655039-9123408	RCK-6D1-EPC	B01M7TSY16	X001ADYO7R
2017-02-03	105-5405872-6766606	RCK-6D1-EPC	B01M7TSY16	X001ADYO7R
2017-02-01	107-5071076-2707453	90V-HGE-KZ2	B0193YMHUO	X001A6VS19
2017-02-01	115-1393960-9581820	LZ0-Z8M-ZM6	B00T0QZL40	X001AO1DMZ
2017-02-01	105-5829735-0289006	UBI-0B3-EDU	B00SQFYXF4	X0017DMVYX
2017-02-01	105-6213125-1281067	S3R-Q0H-69E	B01MQD63WX	X001B9AG3B
2017-01-31	116-2425074-7227446	J1Y-Z4H-VMY	B01F3R969A	X0019DN3EX
2017-01-31	115-2800249-8461841	S3R-Q0H-69E	B01MQD63WX	X001B9AG3B
2017-01-31	114-7689217-4527469	Z1E-RAS-77T	B01F3R95S2	X0018PHX7F
2017-01-31	114-1818058-5561803	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-01-31	114-1818058-5561803	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-01-29	002-7678474-3614633	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
2017-01-29	104-6653717-6536268	UYI-FKR-IHB	B01MXGPIZW	X0019TFOQ7
