adjusted-date	transaction-item-id	fnsku	sku	product-name	fulfillment-center-id	quantity	reason	disposition
2016-07-29T07:00:00+00:00	45705817167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	3	P	SELLABLE
2016-07-29T07:00:00+00:00	45705870167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	-3	Q	UNSELLABLE
2016-07-29T07:00:00+00:00	45705869167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	-2	Q	UNSELLABLE
2016-07-29T07:00:00+00:00	45714428167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	-1	O	UNSELLABLE
2016-07-29T07:00:00+00:00	45705816167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	-3	Q	UNSELLABLE
2016-07-29T07:00:00+00:00	45705871167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	2	P	SELLABLE
2016-07-29T07:00:00+00:00	45705873167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	3	P	SELLABLE
2016-07-29T07:00:00+00:00	89426519007	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	LEX1	1	P	UNSELLABLE
2016-07-29T07:00:00+00:00	89426520007	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	LEX1	1	P	UNSELLABLE
2016-07-29T07:00:00+00:00	45705818167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	-3	Q	UNSELLABLE
2016-07-29T07:00:00+00:00	89426518007	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	LEX1	-1	E	SELLABLE
2016-07-29T07:00:00+00:00	45705026167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	1	P	SELLABLE
2016-07-29T07:00:00+00:00	45705819167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	3	P	SELLABLE
2016-07-29T07:00:00+00:00	89426517007	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	LEX1	-1	E	SELLABLE
2016-07-29T07:00:00+00:00	45705815167	X0013ANGIZ	GH-50	FULL SET 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	BNA3	5	P	SELLABLE
