approval-date	reimbursement-id	case-id	amazon-order-id	reason	sku	fnsku	asin	product-name	condition	currency-unit	amount-per-unit	amount-total	quantity-reimbursed-cash	quantity-reimbursed-inventory	quantity-reimbursed-total	original-reimbursement-id	original-reimbursement-type
2016-07-07T00:00:00+00:00	638106871			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	24.47	24.47	1	0	1		
2016-07-06T00:00:00+00:00	637718481		103-8682885-6082632	CustomerReturn	Dell Inspiron i7359-2435SLV Trick	X000ZSWKAB	B01BIRRSL2	2016 Newest Dell Inspiron 13 7000 Series 13.3-inch IPS Touchscreen Flagship Premium Laptop, Intel Core i5-6200U, 4GB, 500GB HDD, HDMI, Win 10- Silver	NewItem	USD	562.09	562.09	1	0	1		
2016-07-06T00:00:00+00:00	637501671		115-0350093-5857057	CustomerReturn	N5-H3SD-IQGF	X000XRTN4F	B013KKFMOK	HP Pavilion 23-q120 23-Inch All-in-One Desktop (Intel Core i3, 4 GB RAM, 1 TB HDD)	NewItem	USD	601.61	601.61	1	0	1		
2016-07-05T00:00:00+00:00	637111751	1798507001		Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	28.21	28.21	1	0	1		
2016-07-05T00:00:00+00:00	636601331	1798020731		Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	27.87	111.48	4	0	4		
2016-07-05T00:00:00+00:00	636445581			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	27.87	27.87	1	0	1		
2016-07-04T00:00:00+00:00	636345021	1797294761		Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	27.87	83.61	3	0	3		
2016-07-04T00:00:00+00:00	635935381			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	24.47	48.94	2	0	2		
2016-07-04T00:00:00+00:00	635935371			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	24.47	48.94	2	0	2		
2016-07-04T00:00:00+00:00	635935361			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	24.47	48.94	2	0	2		
2016-07-04T00:00:00+00:00	635935351			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	24.47	24.47	1	0	1		
2016-07-03T00:00:00+00:00	635361201			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	28.28	28.28	1	0	1		
2016-07-02T00:00:00+00:00	634651491			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	*FULL SET* 50ft Heavy Duty Expandable Hose, Upgraded Brass Fittings, Shut-off Valve, Toughest, Flexible, Expanding Garden and Utility Water Hose, 50 foot, Sprayer, Hanger, Splitter Adapter, Tape	NewItem	USD	28.29	28.29	1	0	1		
2016-07-01T00:00:00+00:00	634321141	1795116441		Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	Lightweight Flexible Expandable Yard Garden Hose *FULL SET* - Expands From 17 to 50 FT - Bonus Multi-Function Water Sprayer Nozzle, Hose Holder Hanger, Shutoff Valve, Splitter Adapter & Leak Guard Tape	NewItem	USD	28.29	56.58	2	0	2		
2016-06-29T00:00:00+00:00	631818921	1792754281		Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	Flexible Expandable Yard Garden Hose *FULL SET* - Expands From 17 to 50 FT - Bonus Multi-Function Water Sprayer Nozzle, Hose Holder Hanger, Shutoff Valve, Splitter Adapter & Leak Guard Tape	NewItem	USD	27.87	27.87	1	0	1		
2016-06-28T00:00:00+00:00	630965861	1791564321		Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	Flexible Expandable Yard Garden Hose *FULL SET* - Expands From 17 to 50 FT - Bonus Multi-Function Water Sprayer Nozzle, Hose Holder Hanger, Shutoff Valve, Splitter Adapter & Leak Guard Tape	NewItem	USD	28.34	28.34	1	0	1		
2016-06-27T00:00:00+00:00	630394141	1790376001		Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	Flexible Expandable Yard Garden Hose *FULL SET* - Expands From 17 to 50 FT - Bonus Multi-Function Water Sprayer Nozzle, Hose Holder Hanger, Shutoff Valve, Splitter Adapter & Leak Guard Tape	NewItem	USD	28.34	28.34	1	0	1		
2016-06-26T00:00:00+00:00	629598911			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	Flexible Expandable Yard Garden Hose *FULL SET* - Expands From 17 to 50 FT - Bonus Multi-Function Water Sprayer Nozzle, Hose Holder Hanger, Shutoff Valve, Splitter Adapter & Leak Guard Tape	NewItem	USD	27.87	27.87	1	0	1		
2016-06-25T00:00:00+00:00	629286391	1779167351	S01-3280042-6669052	CustomerServiceIssue						USD	75.00	75.00					
2016-06-24T00:00:00+00:00	628205651	1742258601	111-7013648-4213802	CustomerServiceIssue	J4-SH5K-6SC5-ULN	X0014OE9S1	B01B8IL4XE	2016 Newest Toshiba Satellite C55 15.6" Flagship High Performance Laptop- Intel Core i7-5500U 2.4GHz, 8GB RAM, 1TB Hard Drive, HD LED Backlit Display, DVD+/-RW, Webcam, HDMI, Bluetooth, Windows 10	UsedLikeNew	USD	80.79	80.79	1		1		
2016-06-24T00:00:00+00:00	628204301	1742258601	109-2525904-4986640	CustomerServiceIssue	J4-SH5K-6SC5-ULN	X0014OE9S1	B01B8IL4XE	2016 Newest Toshiba Satellite C55 15.6" Flagship High Performance Laptop- Intel Core i7-5500U 2.4GHz, 8GB RAM, 1TB Hard Drive, HD LED Backlit Display, DVD+/-RW, Webcam, HDMI, Bluetooth, Windows 10	UsedLikeNew	USD	81.32	81.32	1		1		
2016-06-24T00:00:00+00:00	628204081	1742258601	116-2433440-4765843	CustomerServiceIssue	J4-SH5K-6SC5-ULN	X0014OE9S1	B01B8IL4XE	2016 Newest Toshiba Satellite C55 15.6" Flagship High Performance Laptop- Intel Core i7-5500U 2.4GHz, 8GB RAM, 1TB Hard Drive, HD LED Backlit Display, DVD+/-RW, Webcam, HDMI, Bluetooth, Windows 10	UsedLikeNew	USD	80.42	80.42	1		1		
2016-06-24T00:00:00+00:00	627906691			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	Flexible Expandable Yard Garden Hose *FULL SET* - Expands From 17 to 50 FT - Bonus Multi-Function Water Sprayer Nozzle, Hose Holder Hanger, Shutoff Valve, Splitter Adapter & Leak Guard Tape	NewItem	USD	27.87	27.87	1	0	1		
2016-06-23T00:00:00+00:00	626757471	1779167351	116-8200784-0389838	CustomerServiceIssue	4G-O2GZ-11VX	X000ZZ3963	B015JV81KA	Dell Inspiron i5459-4020SLV 23.8 Inch FHD All-in-One (6th Generation Intel Core i5, 8 GB RAM, 1 TB HDD)	NewItem	USD	863.49	863.49	1		1		
2016-06-22T00:00:00+00:00	625884061			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	Flexible Expandable Yard Garden Hose *FULL SET* - Expands From 17 to 50 FT - Bonus Multi-Function Water Sprayer Nozzle, Hose Holder Hanger, Shutoff Valve, Splitter Adapter & Leak Guard Tape	NewItem	USD	27.87	0.00	0	1	1		
2016-06-22T00:00:00+00:00	624955641			Damaged_Warehouse	GH-50	X0013ANGIZ	B01CXHXJKK	Flexible Expandable Yard Garden Hose *FULL SET* - Expands From 17 to 50 FT - Bonus Multi-Function Water Sprayer Nozzle, Hose Holder Hanger, Shutoff Valve, Splitter Adapter & Leak Guard Tape	NewItem	USD	27.87	0.00	0	1	1		
2016-06-19T00:00:00+00:00	623528561			Damaged_Warehouse	GH-50-DBOX	X00142OIGV	B01CXHXJKK	Flexible Expandable Yard Garden Hose Set - Expands From 17 to 50 FT - Includes Bonus Multi-Function Water Sprayer Nozzle, Hose Holder Hanger, Shutoff Valve, Splitter Adapter & Leak Guard Tape	UsedLikeNew	USD	12.57	12.57	1	0	1		
2016-06-18T00:00:00+00:00	622791551	1781003011	115-5799619-9776237	CustomerServiceIssue	OF-Z1RN-LOEL	X000YB8S3R	B01A52GM0Y	2016 Newest Toshiba Satellite 15.6-inch Premium High Performance Laptop, Intel i3 Processor, 8GB DDR3L, 1TB HDD, HD display, DVD SuperMulti drive, HDMI, Bluetooth, Windows 10	NewItem	USD	70.35	70.35	1		1		
2016-06-18T00:00:00+00:00	622791381	1781003011	114-4127753-4915450	CustomerServiceIssue	LY-FE97-ZG9R	X000YHRZCB	B01695O5AA	HP Pavilion 14-inch Laptop Computer - 5th Gen Intel Core i5-5200U 2.2GHz Processor, 8GB DDR3L Memory, 1TB Hard Drive, DVD/CD Burner, HD BrightView WLED-backlit Display (1366 X 768), Windows 10 Home	NewItem	USD	93.00	93.00	1		1		
2016-06-18T00:00:00+00:00	621821621	1781003011	115-9970655-9680232	CustomerServiceIssue	OF-Z1RN-LOEL	X000YB8S3R	B01A52GM0Y	2016 Newest Toshiba Satellite 15.6-inch Premium High Performance Laptop, Intel i3 Processor, 8GB DDR3L, 1TB HDD, HD display, DVD SuperMulti drive, HDMI, Bluetooth, Windows 10	NewItem	USD	438.34	438.34	1		1		
2016-06-16T00:00:00+00:00	621820581	1781003011	111-7501757-5569037	CustomerServiceIssue	4G-O2GZ-11VX-OpenBox	X0014Q6YAP	B015JV81KA	Dell Inspiron i5459-4020SLV 23.8 Inch FHD All-in-One (6th Generation Intel Core i5, 8 GB RAM, 1 TB HDD)	UsedLikeNew	USD	123.72	123.72	1		1		
2016-06-16T00:00:00+00:00	621819661	1781003011	108-4568185-3470611	CustomerServiceIssue	J4-SH5K-6SC5	X000YMO10F	B01B8IL4XE	2016 Newest Toshiba Satellite C55 15.6" Flagship High Performance Laptop- Intel Core i7-5500U 2.4GHz, 8GB RAM, 1TB Hard Drive, HD LED Backlit Display, DVD+/-RW, Webcam, HDMI, Bluetooth, Windows 10	NewItem	USD	82.49	82.49	1		1		
2016-06-13T00:00:00+00:00	613785711	1742258601	109-2525904-4986640	FeeCorrection	J4-SH5K-6SC5	X000YMO10F	B01B8IL4XE	2016 Newest Toshiba Satellite C55 15.6" Flagship High Performance Laptop- Intel Core i7-5500U 2.4GHz, 8GB RAM, 1TB Hard Drive, HD LED Backlit Display, DVD+/-RW, Webcam, HDMI, Bluetooth, Windows 10	NewItem	USD	3.50	3.50	1		1		
2016-06-07T00:00:00+00:00	611078691			Damaged_Warehouse	N5-H3SD-IQGF	X000XRTN4F	B013KKFMOK	HP Pavilion 23-q120 23-Inch All-in-One Desktop (Intel Core i3, 4 GB RAM, 1 TB HDD)	NewItem	USD	607.62	607.62	1	0	1		
2016-06-05T00:00:00+00:00	611954571		103-4308827-0638604	CustomerReturn	OF-Z1RN-LOEL	X000YB8S3R	B01A52GM0Y	2016 Newest Toshiba Satellite 15.6-inch Premium High Performance Laptop, Intel i3 Processor, 8GB DDR3L, 1TB HDD, HD display, DVD SuperMulti drive, HDMI, Bluetooth, Windows 10	NewItem	USD	440.86	440.86	1	0	1		
2016-05-30T00:00:00+00:00	607251641	1762332911		Damaged_Warehouse	S27E310H	X00101J4VP	B00XJZ52O2	Samsung SE310 Series S27E310H 27-Inch Screen LED-Lit Monitor	NewItem	USD	208.81	208.81	1	0	1		
2016-05-21T00:00:00+00:00	592583101	1744742451	S01-8122190-2585867	Damaged_Outbound	J4-1I9O-6SS9	X000YYG9S5	B017KIHITK	Dell Inspiron i3459-3275BLK 23.8" Touchscreen All in One (Intel Core i3, 8 GB RAM, 1 TB HDD)	NewItem	USD	655.53	655.53	1		1		
2016-05-11T00:00:00+00:00	590962461		102-9180743-4457838	CustomerReturn	J4-SH5K-6SC5	X000YMO10F	B01B8IL4XE	2016 Newest Toshiba Satellite C55 15.6" Flagship High Performance Laptop- Intel Core i7-5500U 2.4GHz, 8GB RAM, 1TB Hard Drive, HD LED Backlit Display, DVD+/-RW, Webcam, HDMI, Bluetooth, Windows 10	NewItem	USD	608.06	608.06	1	0	1		
2016-05-10T00:00:00+00:00	586526011	1742245821		Lost_Inbound	4X-B0A4-QZUB	X000XIXUW5	B016EXHG5I	Newest Model Toshiba Satellite L75 17.3-inch Laptop, HD+ Widescreen Display, Intel Core i3-4005u, 6GB DDR3L RAM, 500GB HDD, DVD±RW, HDMI, 802.11 BGN WiFi, Bluetooth, Windows 10	NewItem	USD	422.38	2534.28	6	0	6		
2016-05-05T00:00:00+00:00	582906521	1735253071		Lost_Inbound	HP Pavilion 13-S120NR	X00101ASFL	B01CKLG2VM	2016 Newest HP Pavilion x360 13.3" 2-in-1 Touchscreen Convertible Laptop PC, Intel Core i3-6100U Processor, 4GB Memory, 500GB HDD, Webcam, HDMI, Bluetooth, WIFI, Windows 10)	NewItem	USD	479.76	479.76	1	0	1		
2016-05-04T00:00:00+00:00	581853011	1735252731		Lost_Inbound	J4-1I9O-6SS9	X000YYG9S5	B017KIHITK	Dell Inspiron i3459-3275BLK 23.8" Touchscreen All in One (Intel Core i3, 8 GB RAM, 1 TB HDD)	NewItem	USD	668.15	1336.30	2	0	2		
2016-05-03T00:00:00+00:00	581308331	1735244221		Lost_Inbound	5F-PEHX-H419	X000Z4YZ8P	B01CE2JKH0	2016 Toshiba 17.3' High-Performance Flagship Laptop - Intel Core 5th generation i5-5200U - 8GB - 1TB HDD - DVD - Windows 10 SuperMulti DVD	NewItem	USD	628.31	628.31	1	0	1		
2016-05-03T00:00:00+00:00	581305271	1735245431		Lost_Inbound	J4-1I9O-6SS9	X000YYG9S5	B017KIHITK	Dell Inspiron i3459-3275BLK 23.8" Touchscreen All in One (Intel Core i3, 8 GB RAM, 1 TB HDD)	NewItem	USD	667.88	667.88	1	0	1		
2016-04-30T00:00:00+00:00	579356801		102-4836157-1869853	CustomerReturn	J4-SH5K-6SC5	X000YMO10F	B01B8IL4XE	2016 Newest Toshiba Satellite C55 15.6" Flagship High Performance Laptop- Intel Core i7-5500U 2.4GHz, 8GB RAM, 1TB Hard Drive, HD LED Backlit Display, DVD+/-RW, Webcam, HDMI, Bluetooth, Windows 10	NewItem	USD	542.85	542.85	1	0	1		
2016-04-27T00:00:00+00:00	576670841		113-2917211-7834666	CustomerReturn	L6-LKMR-MKS2	X000YHSQCJ	B019MGNAA4	2016 Newest Lenovo Premium High Performance 15.6-inch HD Laptop (Intel Core i5 processor, 6GB DDR3L, 1TB HDD, DVD RW, Bluetooth, Webcam, WiFi, HDMI, Windows 10 ) - Black	NewItem	USD	440.82	440.82	1	0	1		
2016-04-11T00:00:00+00:00	564392471		105-5074983-7040238	CustomerReturn	G5-LI8E-UI8N	X000YMO1L9	B015PYZWKI	Dell Inspiron i7359-2435SLV 13.3 Inch 2-in-1 Touchscreen Laptop (6th Generation Intel Core i5, 4 GB RAM, 500 GB HDD)	NewItem	USD	488.79	488.79	1	0	1		
2016-04-11T00:00:00+00:00	564090441	1712102901		Lost_Inbound	8Z-95SJ-2ZT3	X000XXECYP	B01A7FZRNC	2016 Newest Premium Toshiba Satellite 15 Laptop (Intel Quad Core Processor up to 2.40 GHz, 8GB RAM, 500GB HDD, 15.6" HD Backlit LED Screen, DVD+/-RW, HDMI, Webcam, USB 3.0, Bluetooth, Windows 10)	NewItem	USD	390.42	0.00	0	1	1		
2016-04-10T00:00:00+00:00	563769361		103-6663816-5979402	CustomerReturn	8Z-95SJ-2ZT3	X000XXECYP	B01A7FZRNC	2016 Newest Premium Toshiba Satellite 15 Laptop (Intel Quad Core Processor up to 2.40 GHz, 8GB RAM, 500GB HDD, 15.6" HD Backlit LED Screen, DVD+/-RW, HDMI, Webcam, USB 3.0, Bluetooth, Windows 10)	NewItem	USD	79.80	79.80	1	0	1		
2016-04-10T00:00:00+00:00	563768791		103-6663816-5979402	CustomerReturn	8Z-95SJ-2ZT3	X000XXECYP	B01A7FZRNC	2016 Newest Premium Toshiba Satellite 15 Laptop (Intel Quad Core Processor up to 2.40 GHz, 8GB RAM, 500GB HDD, 15.6" HD Backlit LED Screen, DVD+/-RW, HDMI, Webcam, USB 3.0, Bluetooth, Windows 10)	NewItem	USD	375.06	375.06	1	0	1		
2016-04-10T00:00:00+00:00	563645891		105-5074983-7040238	CustomerReturn	G5-LI8E-UI8N	X000YMO1L9	B015PYZWKI	Dell Inspiron i7359-2435SLV 13.3 Inch 2-in-1 Touchscreen Laptop (6th Generation Intel Core i5, 4 GB RAM, 500 GB HDD)	NewItem	USD	20.00	20.00	1	0	1		
2016-04-10T00:00:00+00:00	563606741		104-3647395-9557811	CustomerReturn	L6-LKMR-MKS2	X000YHSQCJ	B019MGNAA4	2016 Newest Lenovo Premium High Performance 15.6-inch HD Laptop (Intel Core i5 processor, 6GB DDR3L, 1TB HDD, DVD RW, Bluetooth, Webcam, WiFi, HDMI, Windows 10 ) - Black	NewItem	USD	437.02	437.02	1	0	1		
2016-04-08T00:00:00+00:00	562079761	1709929501		Lost_Inbound	CW-MSE4-VBSO	X000X302TJ	B0157LQTX8	Apple Watch Sport Aluminum Case with Lavender Band, Rose Gold, 38 mm	NewItem	USD	264.03	0.00	0	1	1		
2016-04-06T00:00:00+00:00	560604771		103-7550356-6516222	CustomerReturn	FK-WXHS-KUJD	X000YLL5P5	B012DTDBI8	Microsoft Surface 3 Tablet (10.8-Inch, 64 GB, Intel Atom, Windows 10)	UsedLikeNew	USD	328.99	328.99	1	0	1		
2016-04-04T00:00:00+00:00	559193821	1687262901	S01-6183513-8723420	CustomerServiceIssue						USD	76.61	76.61					
2016-03-30T00:00:00+00:00	555074491	1700556341		Lost_Inbound	H5-UZ8J-ALDN	X000YHSHAZ	B01A86NO80	HP Pavilion desktop 6th generation i5-6400 12G 1T windows 10 SuperMulti DVD Burner	NewItem	USD	512.87	1025.74	2	0	2		
2016-03-10T00:00:00+00:00	540082931	1680804731		Lost_Inbound	L6-LKMR-MKS2	X000YHSQCJ	B019MGNAA4	2016 Newest Lenovo Premium High Performance 15.6-inch HD Laptop (Intel Core i5 processor, 6GB DDR3L, 1TB HDD, DVD RW, Bluetooth, Webcam, WiFi, HDMI, Windows 10 ) - Black	NewItem	USD	437.03	2622.18	6	0	6		
2016-03-10T00:00:00+00:00	539612131		102-2003741-7834650	CustomerReturn	H5-UZ8J-ALDN	X000YHSHAZ	B01A86NO80	HP Pavilion desktop 6th generation i5-6400 12G 1T windows 10 SuperMulti DVD Burner	NewItem	USD	520.68	520.68	1	0	1		
2016-02-22T00:00:00+00:00	524852101			Damaged_Warehouse	AX-I4ZJ-Z6BY	X000XSE3VH	B012AQI7EW	Dell SE2216H 22" Screen LED-Lit Monitor	NewItem	USD	106.11	106.11	1	0	1		
2016-02-18T00:00:00+00:00	523503821		102-1735632-0527436	CustomerReturn	86-YQ0K-Q2HM	X000WVE6IZ	B012XYL4NC	Dell Inspiron i3847-10000BK Desktop (Intel Core i5, 8 GB RAM, 1 TB HDD)	NewItem	USD	375.07	375.07	1	0	1		
2016-02-15T00:00:00+00:00	520490301		002-2907334-2656204	CustomerReturn	2D-5WRI-L50K	X000XBY8C3	B012DTDI2C	Microsoft Surface 3 Tablet (10.8-Inch, 128 GB, Intel Atom, Windows 10)	NewItem	USD	35.47	35.47	1	0	1		
2016-02-13T00:00:00+00:00	510323021			Lost_Warehouse	8D-IJRV-T9TU	X000WJNSTF	B013KKG6LI	HP 23-r110 23-Inch All-in-One Desktop (Intel Pentium, 4 GB RAM, 1 TB HDD)	NewItem	USD	457.41	457.41	1	0	1		
2016-02-12T00:00:00+00:00	517088171		102-2824698-7760227	CustomerReturn	M6-M0AX-2M9N	X000XBYB11	B012DTDBI8	Microsoft Surface 3 Tablet (10.8-Inch, 64 GB, Intel Atom, Windows 10)	NewItem	USD	394.71	0.00	0	1	1		
2016-02-09T00:00:00+00:00	509940771	1648308901		Lost_Inbound	G9-K6A9-E2OH	X000XMVZS7	B015ZA4HEY	Dell Inspiron i3052-3620BLK 19.5 Inch All-in-One (Intel Pentium, 4 GB RAM, 1 TB HDD)	NewItem	USD	478.36	1435.08	3	0	3		
2016-02-09T00:00:00+00:00	509915571	1648322851		Lost_Inbound	OJ-Z6T7-59KG	X000XRTUY3	B011HNTOB4	Lenovo C40 21.5-Inch All-in-One Touchscreen Desktop (AMD A8, 8 GB RAM, 2 TB HDD, Windows 10) F0B50050US	NewItem	USD	544.14	1088.28	2	0	2		
2016-02-06T00:00:00+00:00	507360291	1639844961		Lost_Warehouse	C8-UQFK-22O8	X000XBY5X5	B0167W1VAM	Lenovo - IdeaPad 100s 11.6" Laptop / Intel Atom Z3735F/ 2GB Memory / 32GB eMMC Flash Memory / Webcam / Windows 10- Red	NewItem	USD	150.21	150.21	1	0	1		
2016-02-05T00:00:00+00:00	506449391	1644639151		Lost_Inbound	8D-IJRV-T9TU	X000WJNSTF	B013KKG6LI	HP 23-r110 23-Inch All-in-One Desktop (Intel Pentium, 4 GB RAM, 1 TB HDD)	NewItem	USD	457.41	914.82	2	0	2		
2016-02-04T00:00:00+00:00	505716651	1639843741		Lost_Inbound	P4-YRIN-EX2U	X000XOXXHB	B019BSTKIY	Lenovo - G51-80M80020US 15.6" Laptop - AMD A8-Series - 8GB Memory - 1TB Hard Drive - Black	NewItem	USD	374.96	374.96	1	0	1		
2016-02-03T00:00:00+00:00	502532821			Damaged_Warehouse	N5-H3SD-IQGF	X000XRTN4F	B013KKFMOK	HP Pavilion 23-q120 23-Inch All-in-One Desktop (Intel Core i3, 4 GB RAM, 1 TB HDD)	NewItem	USD	699.76	699.76	1	0	1		
2016-02-02T00:00:00+00:00	504409551		109-4058579-3902664	CustomerReturn	8D-IJRV-T9TU	X000WJNSTF	B013KKG6LI	HP 23-r110 23-Inch All-in-One Desktop (Intel Pentium, 4 GB RAM, 1 TB HDD)	NewItem	USD	465.02	465.02	1	0	1		
2016-01-27T00:00:00+00:00	498956961		107-6135274-8867425	CustomerReturn	8D-IJRV-T9TU	X000WJNSTF	B013KKG6LI	HP 23-r110 23-Inch All-in-One Desktop (Intel Pentium, 4 GB RAM, 1 TB HDD)	NewItem	USD	438.68	438.68	1	0	1		
2016-01-22T00:00:00+00:00	496290271		102-7902681-9933845	CustomerReturn	N9-I6QB-2B30	X000X1XNZL	B00OTWXW2I	Apple iPad Air 2 MH312LL/A (128GB, Wi-Fi + Cellular, Space Gray) NEWEST VERSION	NewItem	USD	751.06	751.06	1	0	1		
2016-01-15T00:00:00+00:00	490815941	1622162601	110-6027796-3661028	CustomerServiceIssue						USD	118.45	118.45					
2016-01-06T00:00:00+00:00	481076711	1611132581	002-2907334-2656204	CustomerServiceIssue						USD	35.47	35.47					
2015-12-27T00:00:00+00:00	473238481		108-4882755-3235451	CustomerReturn	BQ-SI0R-BZO7	X000WJNLNX	B014V3V9J2	DELL Inspiron i3452-5600BLK 14.0" Laptop with Windows 10 System	NewItem	USD	214.77	214.77	1	0	1		
2015-12-27T00:00:00+00:00	473238481		108-4882755-3235451	CustomerReturn	BQ-SI0R-BZO7	X000WJNLNX	B014V3V9J2	DELL Inspiron i3452-5600BLK 14.0" Laptop with Windows 10 System	NewItem	USD	214.77	214.77	1	0	1		
2015-12-20T00:00:00+00:00	467978871	1785733481	108-4882755-3235451	CustomerServiceIssue	BQ-SI0R-BZO7	X000WJNLNX	B014V3V9J2	DELL Inspiron i3452-5600BLK 14.0" Laptop with Windows 10 System	NewItem	USD	214.77	214.77	1		1		
2015-12-17T00:00:00+00:00	465311211	1587030241	108-4882755-3235451	CustomerServiceIssue	BQ-SI0R-BZO7	X000WJNLNX	B014V3V9J2	DELL Inspiron i3452-5600BLK 14.0" Laptop with Windows 10 System	NewItem	USD	214.77	214.77	1		1		
